id,first_name,last_name,dob,height,weight,pos,draft_position,draft_year,country
203476,Gorgui,Dieng,1990-01-18,83.0,240.0,F-C,21,2013,Senegal
203915,Spencer,Dinwiddie,1993-04-06,78.0,200.0,G,38,2014,USA
201609,Goran,Dragic,1986-05-06,75.0,190.0,G,45,2008,Slovenia
203083,Andre,Drummond,1993-08-10,83.0,279.0,C,9,2012,USA
201162,Jared,Dudley,1985-07-10,79.0,225.0,F,22,2007,USA
2399,Mike,Dunleavy,1980-09-15,81.0,230.0,G-F,3,2002,USA
1627739,Kris,Dunn,1994-03-18,76.0,205.0,G,5,2016,USA
201142,Kevin,Durant,1988-09-29,81.0,240.0,F,2,2007,USA
1627740,Henry,Ellenson,1997-01-13,83.0,245.0,F,18,2016,USA
201961,Wayne,Ellington,1987-11-29,76.0,200.0,G,28,2009,USA
101145,Monta,Ellis,1985-10-26,75.0,185.0,G,40,2005,USA
203954,Joel,Embiid,1994-03-16,84.0,250.0,C,3,2014,Cameroon
203898,Tyler,Ennis,1994-08-24,75.0,194.0,G,18,2014,Canada
203516,James,Ennis III,1990-07-01,79.0,210.0,F,50,2013,USA
201936,Tyreke,Evans,1989-09-19,78.0,220.0,G-F,4,2009,USA
203957,Dante,Exum,1995-07-13,78.0,190.0,G,5,2014,Australia
203105,Festus,Ezeli,1989-10-21,83.0,265.0,C,30,2012,Nigeria
202702,Kenneth,Faried,1989-11-19,80.0,228.0,F,22,2011,USA
202324,Derrick,Favors,1991-07-15,82.0,265.0,F-C,3,2010,USA
1627770,Kay,Felder,1995-03-29,69.0,176.0,G,54,2016,USA
1626245,Cristiano,Felicio,1992-07-07,81.0,266.0,F-C,UNDRAFTED,,Brazil
101109,Raymond,Felton,1984-06-26,73.0,205.0,G,5,2005,USA
1627812,Yogi,Ferrell,1993-05-09,72.0,180.0,G,UNDRAFTED,,USA
1627827,Dorian,Finney-Smith,1993-05-04,80.0,220.0,F,UNDRAFTED,,USA
1627854,Bryn,Forbes,1993-07-23,75.0,190.0,G,UNDRAFTED,,USA
203095,Evan,Fournier,1992-10-29,79.0,205.0,G,20,2012,France
200751,Randy,Foye,1983-09-24,76.0,218.0,G,7,2006,USA
204025,Tim,Frazier,1990-11-01,73.0,170.0,G,UNDRAFTED,,USA
101112,Channing,Frye,1983-05-17,83.0,255.0,F,8,2005,USA
201568,Danilo,Gallinari,1988-08-08,82.0,225.0,F,6,2008,Italy
204038,Langston,Galloway,1991-12-09,74.0,200.0,G,UNDRAFTED,,USA
1627868,Patricio,Garino,1993-05-17,78.0,203.0,G-F,UNDRAFTED,,Argentina
201188,Marc,Gasol,1985-01-29,85.0,255.0,C,48,2007,Spain
2200,Pau,Gasol,1980-07-06,84.0,250.0,C,3,2001,Spain
200752,Rudy,Gay,1986-08-17,80.0,230.0,F,8,2006,USA
1627771,Michael,Gbinije,1992-06-05,79.0,200.0,G-F,49,2016,USA
202331,Paul,George,1990-05-02,81.0,220.0,F,10,2010,USA
1627875,Marcus,Georges-Hunt,1994-03-28,78.0,220.0,G,UNDRAFTED,,USA
201959,Taj,Gibson,1985-06-24,81.0,236.0,F,26,2009,USA
1938,Manu,Ginobili,1977-07-28,78.0,205.0,G,57,1999,Argentina
203497,Rudy,Gobert,1992-06-26,85.0,245.0,C,27,2013,France
203462,Archie,Goodwin,1994-08-17,77.0,205.0,G,29,2013,USA
203932,Aaron,Gordon,1995-09-16,81.0,220.0,F,4,2014,USA
201569,Eric,Gordon,1988-12-25,76.0,215.0,G,7,2008,USA
101162,Marcin,Gortat,1984-02-17,83.0,240.0,C,57,2005,Poland
1626203,Treveon,Graham,1993-10-28,78.0,226.0,G-F,UNDRAFTED,,USA
203924,Jerami,Grant,1994-03-12,81.0,210.0,F,39,2014,USA
1626170,Jerian,Grant,1992-10-09,76.0,198.0,G,19,2015,USA
201980,Danny,Green,1987-06-22,78.0,215.0,G-F,46,2009,USA
203110,Draymond,Green,1990-03-04,79.0,230.0,F,35,2012,USA
101123,Gerald,Green,1986-01-26,79.0,205.0,F,18,2005,USA
203210,JaMychal,Green,1990-06-21,81.0,227.0,F,UNDRAFTED,,USA
201145,Jeff,Green,1986-08-28,81.0,235.0,F,5,2007,USA
201933,Blake,Griffin,1989-03-16,82.0,251.0,F,1,2009,USA
203120,Justin,Hamilton,1990-04-01,84.0,255.0,C,45,2012,USA
1627773,AJ,Hammons,1992-08-27,84.0,260.0,C,46,2016,USA
203501,Tim,Hardaway Jr.,1992-03-16,78.0,205.0,G,24,2013,USA
201935,James,Harden,1989-08-26,77.0,220.0,G,3,2009,USA
203090,Maurice,Harkless,1993-05-11,81.0,220.0,F,15,2012,USA
1626149,Montrezl,Harrell,1994-01-26,80.0,240.0,F,32,2015,USA
2734,Devin,Harris,1983-02-27,75.0,185.0,G,5,2004,USA
203914,Gary,Harris,1994-09-14,76.0,210.0,G,19,2014,USA
203925,Joe,Harris,1991-09-06,78.0,219.0,F-G,33,2014,USA
202412,Manny,Harris,1989-09-21,77.0,185.0,G,UNDRAFTED,,USA
202699,Tobias,Harris,1992-07-15,81.0,235.0,F,19,2011,USA
1626150,Andrew,Harrison,1994-10-28,78.0,213.0,G,44,2015,USA
2617,Udonis,Haslem,1980-06-09,80.0,235.0,F,UNDRAFTED,,USA
201150,Spencer,Hawes,1988-04-28,85.0,245.0,F-C,10,2007,USA
202330,Gordon,Hayward,1990-03-23,80.0,226.0,F,9,2010,USA
201945,Gerald,Henderson,1987-12-09,77.0,215.0,G,12,2009,USA
203089,John,Henson,1990-12-28,83.0,229.0,C-F,14,2012,USA
1627823,Juan,Hernangomez,1995-09-28,81.0,230.0,F,15,2016,Spain
1626195,Willy,Hernangomez,1994-05-27,83.0,240.0,C,35,2015,Spain
1626209,Mario,Hezonja,1995-02-25,80.0,218.0,G-F,5,2015,Croatia
201579,Roy,Hibbert,1986-12-11,86.0,270.0,C,17,2008,USA
1627741,Buddy,Hield,1993-12-17,76.0,214.0,G,6,2016,Bahamas
201588,George,Hill,1986-05-04,75.0,188.0,G,26,2008,USA
201941,Jordan,Hill,1987-07-27,82.0,240.0,F-C,8,2009,USA
203524,Solomon,Hill,1991-03-18,79.0,225.0,F,23,2013,USA
1626199,Darrun,Hilliard,1993-04-13,78.0,205.0,G-F,38,2015,USA
201950,Jrue,Holiday,1990-06-12,76.0,205.0,G,17,2009,USA
203200,Justin,Holiday,1989-04-05,78.0,185.0,G,UNDRAFTED,,USA
1626178,Rondae,Hollis-Jefferson,1995-01-03,79.0,214.0,F,23,2015,USA
1626158,Richaun,Holmes,1993-10-15,82.0,245.0,F,37,2015,USA
203918,Rodney,Hood,1992-10-20,80.0,206.0,G,23,2014,USA
201143,Al,Horford,1986-06-03,82.0,245.0,C,3,2007,Dominican Republic
2730,Dwight,Howard,1985-12-08,83.0,265.0,C,1,2004,USA
203962,Josh,Huestis,1991-12-19,79.0,230.0,F,29,2014,USA
2743,Kris,Humphries,1985-02-06,81.0,235.0,F,14,2004,USA
201586,Serge,Ibaka,1989-09-18,82.0,235.0,F,24,2008,Democratic Republic of the Congo
2738,Andre,Iguodala,1984-01-28,78.0,215.0,G-F,9,2004,USA
101141,Ersan,Ilyasova,1987-05-15,82.0,235.0,F,36,2005,Turkey
204060,Joe,Ingles,1987-10-02,80.0,226.0,F,UNDRAFTED,,Australia
1627742,Brandon,Ingram,1997-09-02,81.0,190.0,F,2,2016,USA
202681,Kyrie,Irving,1992-03-23,75.0,193.0,G,1,2011,Australia
1627743,Demetrius,Jackson,1994-09-07,73.0,201.0,G,45,2016,USA
202704,Reggie,Jackson,1990-04-16,75.0,208.0,G,24,2011,Italy
2544,LeBron,James,1984-12-30,80.0,250.0,F,1,2003,USA
2744,Al,Jefferson,1985-01-04,82.0,289.0,C,15,2004,USA
2210,Richard,Jefferson,1980-06-21,79.0,233.0,F,13,2001,USA
201943,Brandon,Jennings,1989-09-23,73.0,170.0,G,10,2009,USA
201973,Jonas,Jerebko,1987-03-02,82.0,231.0,F,39,2009,Sweden
101161,Amir,Johnson,1987-05-01,81.0,240.0,F,56,2005,USA
1627744,Brice,Johnson,1994-06-27,82.0,230.0,F,25,2016,USA
201949,James,Johnson,1987-02-20,81.0,250.0,F,16,2009,USA
2207,Joe,Johnson,1981-06-29,79.0,240.0,F-G,10,2001,USA
1626169,Stanley,Johnson,1996-05-29,79.0,245.0,F,8,2015,USA
204020,Tyler,Johnson,1992-05-07,76.0,186.0,G,UNDRAFTED,,USA
202325,Wesley,Johnson,1987-07-11,79.0,215.0,F,4,2010,USA
203999,Nikola,Jokic,1995-02-19,82.0,250.0,F-C,41,2014,Serbia
2563,Dahntay,Jones,1980-12-27,78.0,225.0,G-F,20,2003,USA
1627745,Damian,Jones,1995-06-30,84.0,245.0,C,30,2016,USA
2592,James,Jones,1980-10-04,80.0,218.0,G-F,49,2003,USA
1626145,Tyus,Jones,1996-05-10,74.0,195.0,G,24,2015,USA
1627884,Derrick,Jones Jr.,1997-02-15,79.0,190.0,F,UNDRAFTED,,USA
201599,DeAndre,Jordan,1988-07-21,83.0,265.0,C,35,2008,USA
202709,Cory,Joseph,1991-08-20,75.0,190.0,G,29,2011,Canada
1626163,Frank,Kaminsky,1993-04-04,84.0,240.0,C,9,2015,USA
202683,Enes,Kanter,1992-05-20,83.0,245.0,C,3,2011,Switzerland
203527,Ryan,Kelly,1991-04-09,83.0,230.0,F,48,2013,USA
203077,Michael,Kidd-Gilchrist,1993-09-26,79.0,232.0,F,2,2012,USA
203930,Sean,Kilpatrick,1990-01-06,76.0,219.0,G,UNDRAFTED,,USA
202688,Brandon,Knight,1991-12-02,75.0,195.0,G,8,2011,USA
2594,Kyle,Korver,1981-03-17,79.0,212.0,G,51,2003,USA
201585,Kosta,Koufos,1989-02-24,84.0,265.0,C,23,2008,USA
1627851,Mindaugas,Kuzminskas,1989-10-19,81.0,215.0,F,UNDRAFTED,,Lithuania
1627746,Skal,Labissiere,1996-03-18,83.0,225.0,F-C,28,2016,Haiti
203087,Jeremy,Lamb,1992-05-30,77.0,185.0,G,12,2012,USA
203530,Joffrey,Lauvergne,1991-09-30,83.0,220.0,C-F,55,2013,France
203897,Zach,LaVine,1995-03-10,77.0,185.0,G,13,2014,USA
201951,Ty,Lawson,1987-11-03,71.0,195.0,G,18,2009,USA
1627774,Jake,Layman,1994-03-07,81.0,210.0,F,47,2016,USA
201584,Courtney,Lee,1985-10-03,77.0,200.0,G,22,2008,USA
101135,David,Lee,1983-04-29,81.0,245.0,F-C,30,2005,USA
203458,Alex,Len,1993-06-16,85.0,260.0,C,5,2013,Ukraine
202695,Kawhi,Leonard,1991-06-29,79.0,230.0,F,15,2011,USA
203086,Meyers,Leonard,1992-02-27,85.0,255.0,F-C,11,2012,USA
202720,Jon,Leuer,1989-05-14,82.0,228.0,F,40,2011,USA
1627747,Caris,LeVert,1994-08-25,79.0,203.0,G-F,20,2016,USA
202732,DeAndre,Liggins,1988-03-31,78.0,209.0,G,53,2011,USA
203081,Damian,Lillard,1990-07-15,75.0,195.0,G,6,2012,USA
202391,Jeremy,Lin,1988-08-23,75.0,200.0,G,UNDRAFTED,,USA
2733,Shaun,Livingston,1985-09-11,79.0,192.0,G,4,2004,USA
1627848,Shawn,Long,1993-01-29,81.0,255.0,F,UNDRAFTED,,USA
1626172,Kevon,Looney,1996-02-06,81.0,220.0,F,30,2015,USA
201572,Brook,Lopez,1988-04-01,84.0,268.0,C,10,2008,USA
201577,Robin,Lopez,1988-04-01,84.0,255.0,C,15,2008,USA
201567,Kevin,Love,1988-09-07,82.0,251.0,F,5,2008,USA
200768,Kyle,Lowry,1986-03-25,72.0,205.0,G,24,2006,USA
1627789,Timothe,Luwawu-Cabarrot,1995-05-09,78.0,205.0,G-F,24,2016,France
1626168,Trey,Lyles,1995-11-05,82.0,234.0,F,12,2015,USA
202714,Shelvin,Mack,1990-04-22,75.0,203.0,G,34,2011,USA
101133,Ian,Mahinmi,1986-11-05,83.0,262.0,C,28,2005,France
1627748,Thon,Maker,1997-02-25,85.0,223.0,F-C,10,2016,South Sudan
1626246,Boban,Marjanovic,1988-08-15,87.0,290.0,C,UNDRAFTED,,Serbia
1626185,Jarell,Martin,1994-05-24,82.0,239.0,F,25,2015,USA
202083,Wesley,Matthews,1986-10-14,77.0,220.0,G-F,UNDRAFTED,,USA
201601,Luc,Mbah a Moute,1986-09-09,80.0,230.0,F,37,2008,Cameroon
203949,James Michael,McAdoo,1993-01-04,81.0,240.0,F,UNDRAFTED,,USA
1627775,Patrick,McCaw,1995-10-25,79.0,185.0,G,38,2016,USA
1627815,Sheldon,McClellan,1992-12-21,78.0,200.0,G-F,UNDRAFTED,,USA
203468,CJ,McCollum,1991-09-19,75.0,190.0,G,10,2013,USA
204456,T.J.,McConnell,1992-03-25,74.0,200.0,G,UNDRAFTED,,USA
1626191,Chris,McCullough,1995-02-05,81.0,215.0,F,29,2015,USA
203909,KJ,McDaniels,1993-02-09,78.0,205.0,G-F,32,2014,USA
203926,Doug,McDermott,1992-01-03,80.0,219.0,F,11,2014,USA
201580,JaVale,McGee,1988-01-19,84.0,270.0,C,18,2008,USA
203585,Rodney,McGruder,1991-07-29,76.0,205.0,G,UNDRAFTED,,USA
203463,Ben,McLemore,1993-02-11,77.0,195.0,G,7,2013,USA
201177,Josh,McRoberts,1987-02-28,82.0,240.0,F,37,2007,USA
201975,Jodie,Meeks,1987-08-21,76.0,210.0,G,41,2009,USA
1626257,Salah,Mejri,1986-06-15,86.0,245.0,C,UNDRAFTED,,Tunisia
1626175,Jordan,Mickey,1994-07-09,80.0,235.0,F,33,2015,USA
203114,Khris,Middleton,1991-08-12,80.0,234.0,G-F,39,2012,USA
101139,CJ,Miles,1987-03-18,78.0,225.0,F-G,34,2005,USA
2034,Mike,Miller,1980-02-19,80.0,218.0,G-F,5,2000,USA
201988,Patty,Mills,1988-08-11,72.0,185.0,G,55,2009,Australia
202407,Elijah,Millsap,1987-08-12,79.0,215.0,G-F,UNDRAFTED,,USA
200794,Paul,Millsap,1985-02-10,80.0,246.0,F,47,2006,USA
202703,Nikola,Mirotic,1991-02-11,82.0,238.0,F,23,2011,Montenegro
202328,Greg,Monroe,1990-06-04,83.0,265.0,C,7,2010,USA
202734,E'Twaun,Moore,1989-02-25,76.0,191.0,G,55,2011,USA
202694,Marcus,Morris,1989-09-02,81.0,235.0,F,14,2011,USA
202693,Markieff,Morris,1989-09-02,82.0,245.0,F,13,2011,USA
201627,Anthony,Morrow,1985-09-27,77.0,210.0,G,UNDRAFTED,,USA
202700,Donatas,Motiejunas,1990-09-20,84.0,222.0,F-C,20,2011,Lithuania
202389,Timofey,Mozgov,1986-07-16,85.0,275.0,C,UNDRAFTED,,Russia
1626144,Emmanuel,Mudiay,1996-03-05,77.0,200.0,G,7,2015,Democratic Republic of the Congo
203498,Shabazz,Muhammad,1992-11-13,78.0,223.0,F,14,2013,USA
1627749,Dejounte,Murray,1996-09-19,77.0,170.0,G,29,2016,USA
1627750,Jamal,Murray,1997-02-23,76.0,207.0,G,7,2016,Canada
203488,Mike,Muscala,1991-07-01,83.0,240.0,F-C,44,2013,USA
1626204,Larry,Nance Jr.,1993-01-01,81.0,230.0,F,27,2015,USA
203894,Shabazz,Napier,1991-07-14,73.0,175.0,G,24,2014,USA
1626254,Maurice,Ndour,1992-06-18,81.0,200.0,F,UNDRAFTED,,Senegal
2749,Jameer,Nelson,1982-02-09,72.0,190.0,G,20,2004,USA
2403,Nene,,1982-09-13,83.0,250.0,C-F,7,2002,Brazil
203526,Raul,Neto,1992-05-19,73.0,179.0,G,47,2013,Brazil
1627777,Georges,Niang,1993-06-17,80.0,230.0,F,50,2016,USA
203094,Andrew,Nicholson,1989-12-08,81.0,250.0,F,19,2012,Canada
201149,Joakim,Noah,1985-02-25,83.0,230.0,C,9,2007,USA
203457,Nerlens,Noel,1994-04-10,83.0,228.0,F-C,6,2013,USA
203512,Lucas,Nogueira,1992-07-26,84.0,220.0,C,16,2013,Brazil
1717,Dirk,Nowitzki,1978-06-19,84.0,245.0,F,9,1998,Germany
203994,Jusuf,Nurkic,1994-08-23,84.0,280.0,C,16,2014,Bosnia & Herzegovina
1628021,David,Nwaba,1993-01-14,76.0,209.0,G,UNDRAFTED,,USA
203948,Johnny,O'Bryant III,1993-06-01,81.0,257.0,F-C,36,2014,USA
203124,Kyle,O'Quinn,1990-03-26,82.0,250.0,C-F,49,2012,USA
1627849,Daniel,Ochefu,1993-12-15,83.0,245.0,F,UNDRAFTED,,USA
1626143,Jahlil,Okafor,1995-12-15,83.0,275.0,C,3,2015,USA
203506,Victor,Oladipo,1992-05-04,76.0,210.0,G,2,2013,USA
203482,Kelly,Olynyk,1991-04-19,84.0,238.0,C-F,13,2013,USA
1627778,Chinanu,Onuaku,1996-11-01,82.0,245.0,F-C,37,2016,USA
1626162,Kelly,Oubre Jr.,1995-12-09,79.0,205.0,F,15,2015,USA
2585,Zaza,Pachulia,1984-02-10,83.0,275.0,C,42,2003,Georgia
1627834,Georgios,Papagiannis,1997-07-03,85.0,240.0,C,13,2016,Greece
203953,Jabari,Parker,1995-03-15,80.0,250.0,F,2,2014,USA
2225,Tony,Parker,1982-05-17,74.0,185.0,G,28,2001,Belgium
202718,Chandler,Parsons,1988-10-25,82.0,230.0,F,38,2011,USA
202335,Patrick,Patterson,1989-03-14,81.0,235.0,F,14,2010,USA
101108,Chris,Paul,1985-05-06,72.0,175.0,G,4,2005,USA
203940,Adreian,Payne,1991-02-19,82.0,237.0,F,15,2014,USA
1626166,Cameron,Payne,1994-08-08,75.0,185.0,G,14,2015,USA
203901,Elfrid,Payton,1994-02-22,76.0,185.0,G,10,2014,USA
1627780,Gary,Payton II,1992-12-01,75.0,190.0,G,UNDRAFTED,,USA
201593,Nikola,Pekovic,1986-01-03,83.0,307.0,C,31,2008,Montenegro
1718,Paul,Pierce,1977-10-13,79.0,235.0,F,10,1998,USA
1627850,Marshall,Plumlee,1992-07-14,84.0,250.0,C,UNDRAFTED,,USA
203486,Mason,Plumlee,1990-03-05,83.0,255.0,C,22,2013,USA
203101,Miles,Plumlee,1988-09-01,83.0,249.0,C,26,2012,USA
1627751,Jakob,Poeltl,1995-10-15,84.0,230.0,C,9,2016,Austria
202347,Quincy,Pondexter,1988-03-10,79.0,225.0,G-F,26,2010,USA
203490,Otto,Porter Jr.,1993-06-03,80.0,198.0,F,3,2013,USA
1626171,Bobby,Portis,1995-02-10,83.0,246.0,F,22,2015,USA
204001,Kristaps,Porzingis,1995-08-02,87.0,240.0,F,4,2015,Latvia
203939,Dwight,Powell,1991-07-20,83.0,240.0,F-C,45,2014,Canada
1626181,Norman,Powell,1993-05-25,76.0,215.0,G,46,2015,USA
1627816,Alex,Poythress,1993-09-06,79.0,238.0,F,UNDRAFTED,,USA
101179,Ronnie,Price,1983-06-21,74.0,190.0,G,UNDRAFTED,, 
1627752,Taurean,Prince,1994-03-22,80.0,220.0,F,12,2016,USA
1627817,Tim,Quarterman,1994-10-27,78.0,190.0,G,UNDRAFTED,,USA
1626184,Chasson,Randle,1993-02-05,74.0,185.0,G,UNDRAFTED,,USA
203944,Julius,Randle,1994-11-29,81.0,250.0,F,7,2014,USA
2216,Zach,Randolph,1981-07-16,81.0,260.0,F,19,2001,USA
