id,first_name,last_name,dob,height,weight,pos,draft_position,draft_year,country
1628395,Jordan,Bell,1995-01-07,81,224,C-F,38,2017,USA
1627761,DeAndre',Bembry,1994-07-04,78,210,F-G,21,2016,USA
1627733,Dragan,Bender,1997-11-17,85,225,F,4,2016,Croatia
202722,Davis,Bertans,1992-11-12,82,210,C-F,42,2011,Latvia
201976,Patrick,Beverley,1988-07-12,73,185,G,42,2009,USA
203920,Khem,Birch,1992-09-28,81,220,C,UNDRAFTED,,Canada
1628444,Jabari,Bird,1994-07-03,78,198,G,56,2017,USA
202687,Bismack,Biyombo,1992-08-28,81,255,C,7,2011,Democratic Republic of the Congo
202357,Nemanja,Bjelica,1988-05-09,82,230,F,35,2010,Serbia
204028,Tarik,Black,1991-11-22,81,250,F-C,UNDRAFTED,,USA
1628469,Antonio,Blakeney,1996-10-04,76,197,G,UNDRAFTED,,USA
202339,Eric,Bledsoe,1989-12-09,73,205,G,18,2010,USA
203992,Bogdan,Bogdanovic,1992-08-18,78,205,G,27,2014,Serbia
202711,Bojan,Bogdanovic,1989-04-18,80,230,F,31,2011,Croatia
1626164,Devin,Booker,1996-10-30,78,210,G,13,2015,USA
202344,Trevor,Booker,1987-11-25,80,228,F,23,2010,USA
1628449,Chris,Boucher,1993-01-11,82,200,F,UNDRAFTED,,Canada
202340,Avery,Bradley,1990-11-26,74,180,G,19,2010,USA
1628396,Tony,Bradley,1998-01-08,82,248,C,28,2017,USA
201147,Corey,Brewer,1986-03-05,81,186,F,7,2007,USA
1627763,Malcolm,Brogdon,1992-12-11,77,215,G,36,2016,USA
201166,Aaron,Brooks,1985-01-14,72,161,G,26,2007,USA
1628415,Dillon,Brooks,1996-01-22,78,220,F-G,45,2017,Canada
1626148,Anthony,Brown,1992-10-10,79,224,F,34,2015,USA
1627759,Jaylen,Brown,1996-10-24,79,225,G-F,3,2016,USA
203485,Lorenzo,Brown,1990-08-26,77,189,G,52,2013,USA
203900,Markel,Brown,1992-01-29,75,190,G,44,2014,USA
1628425,Sterling,Brown,1995-02-10,78,230,G,46,2017,USA
1628418,Thomas,Bryant,1997-07-31,82,248,C,42,2017,USA
203493,Reggie,Bullock,1991-03-16,79,205,F-G,25,2013,USA
203504,Trey,Burke,1992-11-12,73,191,G,9,2013,USA
202692,Alec,Burks,1991-07-20,78,214,G,12,2011,USA
202710,Jimmy,Butler,1989-09-14,80,236,G,30,2011,USA
202779,Dwight,Buycks,1989-03-06,75,190,G,UNDRAFTED,,USA
203998,Bruno,Caboclo,1995-09-21,81,205,F,20,2014,Brazil
101181,Jose,Calderon,1981-09-28,75,200,G,UNDRAFTED,,Spain
203484,Kentavious,Caldwell-Pope,1993-02-18,77,205,G,8,2013,USA
203991,Clint,Capela,1994-05-18,82,240,C,25,2014,Switzerland
201960,DeMarre,Carroll,1986-07-27,80,215,F,27,2009,USA
1713,Vince,Carter,1977-01-26,78,220,G-F,5,1998,USA
203487,Michael,Carter-Williams,1991-10-10,78,190,G,11,2013,USA
1627936,Alex,Caruso,1994-02-28,77,186,G,UNDRAFTED,,USA
201956,Omri,Casspi,1988-06-22,81,225,F,23,2009,Israel
1626161,Willie,Cauley-Stein,1993-08-18,84,240,C,6,2015,USA
1628463,Tyler,Cavanaugh,1994-02-09,81,238,F,UNDRAFTED,,USA
201596,Mario,Chalmers,1986-05-19,74,190,G,34,2008,USA
2199,Tyson,Chandler,1982-10-02,85,240,C,2,2001,USA
201163,Wilson,Chandler,1987-05-10,81,225,F,23,2007,USA
1627737,Marquese,Chriss,1997-07-02,82,240,F,8,2016,USA
203546,Ian,Clark,1991-03-07,75,175,G,UNDRAFTED,,USA
203903,Jordan,Clarkson,1992-06-07,77,194,G,46,2014,USA
1628499,Antonius,Cleveland,1994-02-02,78,195,G,UNDRAFTED,,USA
1628381,John,Collins,1997-09-23,82,235,F-C,19,2017,USA
1628380,Zach,Collins,1997-11-19,84,230,C-F,10,2017,USA
1627858,Kyle,Collinsworth,1991-10-03,78,210,G,UNDRAFTED,,USA
201954,Darren,Collison,1987-08-23,74,185,G,21,2009,USA
2555,Nick,Collison,1980-10-26,82,255,F,12,2003,USA
201144,Mike,Conley,1987-10-11,73,175,G,4,2007,USA
1626192,Pat,Connaughton,1993-01-06,77,210,G-F,41,2015,USA
1626188,Quinn,Cook,1993-03-23,74,179,G,UNDRAFTED,,USA
1628429,Charles,Cooke,1994-07-01,77,196,G,UNDRAFTED,,USA
204022,Jack,Cooley,1991-04-12,82,274,C,UNDRAFTED,,USA
1627856,Matt,Costello,1993-08-05,82,240,F-C,UNDRAFTED,,USA
202326,DeMarcus,Cousins,1990-08-13,83,270,C,5,2010,USA
203496,Robert,Covington,1990-12-14,81,225,F,UNDRAFTED,,USA
203459,Allen,Crabbe,1992-04-09,78,215,G-F,31,2013,USA
1628470,Torrey,Craig,1990-12-19,78,215,G-F,UNDRAFTED,,USA
2037,Jamal,Crawford,1980-03-20,77,185,G,8,2000,USA
203109,Jae,Crowder,1990-07-06,78,235,F,34,2012,USA
201967,Dante,Cunningham,1987-04-22,80,230,F,33,2009,USA
203552,Seth,Curry,1990-08-23,74,185,G,UNDRAFTED,,USA
201939,Stephen,Curry,1988-03-14,75,190,G,7,2009,USA
203584,Troy,Daniels,1991-07-15,76,205,G,UNDRAFTED,,USA
203076,Anthony,Davis,1993-03-11,82,253,F-C,1,2012,USA
1627738,Deyonta,Davis,1996-12-02,83,237,C-F,31,2016,USA
202334,Ed,Davis,1989-06-05,82,245,F-C,13,2010,USA
203473,Dewayne,Dedmon,1989-08-12,84,245,C,UNDRAFTED,,USA
1626155,Sam,Dekker,1994-05-08,81,230,F,18,2015,USA
1627098,Malcolm,Delaney,1989-03-11,75,190,G,UNDRAFTED,,USA
203521,Matthew,Dellavedova,1990-09-08,76,198,G,UNDRAFTED,,Australia
2736,Luol,Deng,1985-04-16,81,220,F,7,2004,United Kingdom
201942,DeMar,DeRozan,1989-08-07,79,220,G,9,2009,USA
1627767,Cheick,Diallo,1996-09-13,81,220,F,33,2016,Mali
203476,Gorgui,Dieng,1990-01-18,83,251,C,21,2013,Senegal
203915,Spencer,Dinwiddie,1993-04-06,78,200,G,38,2014,USA
1628416,Tyler,Dorsey,1996-02-18,77,183,G,41,2017,USA
1628422,Damyean,Dotson,1994-05-06,77,210,G,44,2017,USA
1628495,Milton,Doyle,1993-10-31,76,180,G,UNDRAFTED,,USA
1628408,PJ,Dozier,1996-10-25,78,205,G,UNDRAFTED,,USA
201609,Goran,Dragic,1986-05-06,75,190,G,45,2008,Slovenia
203580,Larry,Drew II,1990-03-05,74,180,G,UNDRAFTED,,USA
203083,Andre,Drummond,1993-08-10,83,279,C,9,2012,USA
201162,Jared,Dudley,1985-07-10,79,240,F,22,2007,USA
1627739,Kris,Dunn,1994-03-18,76,210,G,5,2016,USA
201142,Kevin,Durant,1988-09-29,81,240,F,2,2007,USA
204067,Jarell,Eddie,1991-10-30,79,218,G-F,UNDRAFTED,,USA
1627740,Henry,Ellenson,1997-01-13,83,245,F,18,2016,USA
201961,Wayne,Ellington,1987-11-29,77,200,G,28,2009,USA
203954,Joel,Embiid,1994-03-16,84,250,C,3,2014,Cameroon
203898,Tyler,Ennis,1994-08-24,75,194,G,18,2014,Canada
203516,James,Ennis III,1990-07-01,79,210,F,50,2013,USA
1628393,Jawun,Evans,1996-07-26,72,190,G,39,2017,USA
201936,Tyreke,Evans,1989-09-19,78,220,G-F,4,2009,USA
203957,Dante,Exum,1995-07-13,78,190,G,5,2014,Australia
202702,Kenneth,Faried,1989-11-19,80,228,F,22,2011,USA
202324,Derrick,Favors,1991-07-15,82,265,F-C,3,2010,USA
1627770,Kay,Felder,1995-03-29,69,176,G,54,2016,USA
1626245,Cristiano,Felicio,1992-07-07,81,280,C-F,UNDRAFTED,,Brazil
101109,Raymond,Felton,1984-06-26,73,205,G,5,2005,USA
1628390,Terrance,Ferguson,1998-05-17,79,184,G,21,2017,USA
1627812,Yogi,Ferrell,1993-05-09,72,180,G,UNDRAFTED,,USA
1627827,Dorian,Finney-Smith,1993-05-04,80,220,F,UNDRAFTED,,USA
1627854,Bryn,Forbes,1993-07-23,75,190,G,UNDRAFTED,,USA
203095,Evan,Fournier,1992-10-29,79,205,G-F,20,2012,France
1628368,De'Aaron,Fox,1997-12-20,75,175,G,5,2017,USA
204025,Tim,Frazier,1990-11-01,73,170,G,UNDRAFTED,,USA
101112,Channing,Frye,1983-05-17,83,255,F,8,2005,USA
1628365,Markelle,Fultz,1998-05-29,76,200,G,1,2017,USA
201568,Danilo,Gallinari,1988-08-08,82,225,F,6,2008,Italy
204038,Langston,Galloway,1991-12-09,74,200,G,UNDRAFTED,,USA
201188,Marc,Gasol,1985-01-29,85,255,C,48,2007,Spain
2200,Pau,Gasol,1980-07-06,84,250,C,3,2001,Spain
200752,Rudy,Gay,1986-08-17,80,230,F,8,2006,USA
202331,Paul,George,1990-05-02,81,220,F,10,2010,USA
1627875,Marcus,Georges-Hunt,1994-03-28,77,226,G,UNDRAFTED,,USA
201959,Taj,Gibson,1985-06-24,81,235,F,26,2009,USA
1628385,Harry,Giles,1998-04-22,82,240,F-C,20,2017,USA
1938,Manu,Ginobili,1977-07-28,78,205,G,57,1999,Argentina
203497,Rudy,Gobert,1992-06-26,85,245,C,27,2013,France
203932,Aaron,Gordon,1995-09-16,81,220,F,4,2014,USA
201569,Eric,Gordon,1988-12-25,76,215,G,7,2008,USA
101162,Marcin,Gortat,1984-02-17,83,240,C,57,2005,Poland
1626203,Treveon,Graham,1993-10-28,77,219,G-F,UNDRAFTED,,USA
203924,Jerami,Grant,1994-03-12,81,220,F,39,2014,USA
1626170,Jerian,Grant,1992-10-09,76,198,G,19,2015,USA
201980,Danny,Green,1987-06-22,78,215,G-F,46,2009,USA
203110,Draymond,Green,1990-03-04,79,230,F,35,2012,USA
101123,Gerald,Green,1986-01-26,79,205,G-F,18,2005,USA
203210,JaMychal,Green,1990-06-21,81,227,F,UNDRAFTED,,USA
201145,Jeff,Green,1986-08-28,81,235,F,5,2007,USA
201933,Blake,Griffin,1989-03-16,82,251,F,1,2009,USA
1627772,Daniel,Hamilton,1995-08-08,79,195,G,56,2016,USA
203501,Tim,Hardaway Jr.,1992-03-16,78,205,F-G,24,2013,USA
201935,James,Harden,1989-08-26,77,220,G,3,2009,USA
203090,Maurice,Harkless,1993-05-11,81,220,F,15,2012,USA
1626149,Montrezl,Harrell,1994-01-26,80,240,F-C,32,2015,USA
2734,Devin,Harris,1983-02-27,75,185,G,5,2004,USA
203914,Gary,Harris,1994-09-14,76,210,G,19,2014,USA
203925,Joe,Harris,1991-09-06,78,219,F-G,33,2014,USA
202699,Tobias,Harris,1992-07-15,81,235,F,19,2011,USA
1626150,Andrew,Harrison,1994-10-28,78,213,G,44,2015,USA
1627885,Shaquille,Harrison,1993-10-06,76,190,G,UNDRAFTED,,USA
1628404,Josh,Hart,1995-03-06,77,215,G,30,2017,USA
2617,Udonis,Haslem,1980-06-09,80,235,F,UNDRAFTED,,USA
1628502,Nigel,Hayes,1994-12-16,79,254,F,UNDRAFTED,,USA
202330,Gordon,Hayward,1990-03-23,80,226,F,9,2010,USA
203687,Reggie,Hearn,1991-08-14,77,210,G,UNDRAFTED,,USA
1627988,Myke,Henry,1992-12-23,78,210,F,UNDRAFTED,,USA
203089,John,Henson,1990-12-28,83,229,C,14,2012,USA
1627823,Juancho,Hernangomez,1995-09-28,81,230,F,15,2016,Spain
1626195,Willy,Hernangomez,1994-05-27,83,240,C,35,2015,Spain
1626209,Mario,Hezonja,1995-02-25,80,218,F-G,5,2015,Croatia
1628439,Isaiah,Hicks,1994-07-24,81,242,F,UNDRAFTED,,USA
1627741,Buddy,Hield,1993-12-17,76,214,G,6,2016,Bahamas
201588,George,Hill,1986-05-04,75,188,G,26,2008,USA
203524,Solomon,Hill,1991-03-18,79,225,F,23,2013,USA
1626199,Darrun,Hilliard,1993-04-13,78,220,G,38,2015,USA
201950,Jrue,Holiday,1990-06-12,76,205,G,17,2009,USA
203200,Justin,Holiday,1989-04-05,78,185,G,UNDRAFTED,,USA
204066,John,Holland,1988-11-06,77,205,G-F,UNDRAFTED,,USA
1626178,Rondae,Hollis-Jefferson,1995-01-03,79,214,F,23,2015,USA
1626158,Richaun,Holmes,1993-10-15,82,235,F-C,37,2015,USA
203918,Rodney,Hood,1992-10-20,80,206,G,23,2014,USA
201143,Al,Horford,1986-06-03,82,245,F-C,3,2007,Dominican Republic
1627863,Danuel,House,1993-06-07,79,220,F-G,UNDRAFTED,,USA
2730,Dwight,Howard,1985-12-08,83,265,C,1,2004,USA
203962,Josh,Huestis,1991-12-19,79,230,G,29,2014,USA
1626154,RJ,Hunter,1993-10-24,77,185,G,28,2015,USA
201586,Serge,Ibaka,1989-09-18,82,235,F,24,2008,Democratic Republic of the Congo
2738,Andre,Iguodala,1984-01-28,78,215,G-F,9,2004,USA
101141,Ersan,Ilyasova,1987-05-15,82,235,F,36,2005,Turkey
204060,Joe,Ingles,1987-10-02,80,226,F,UNDRAFTED,,Australia
1627742,Brandon,Ingram,1997-09-02,81,190,F-G,2,2016,USA
202681,Kyrie,Irving,1992-03-23,75,193,G,1,2011,Australia
1628371,Jonathan,Isaac,1997-10-03,82,210,F,6,2017,USA
1628411,Wes,Iwundu,1994-12-20,79,195,F,33,2017,USA
101127,Jarrett,Jack,1983-10-28,75,200,G,22,2005,USA
1627743,Demetrius,Jackson,1994-09-07,73,201,G,45,2016,USA
1628402,Frank,Jackson,1998-05-04,75,205,G,31,2017,USA
1628367,Josh,Jackson,1997-02-10,80,200,G-F,4,2017,USA
1628382,Justin,Jackson,1995-03-28,80,210,F,15,2017,USA
202704,Reggie,Jackson,1990-04-16,75,208,G,24,2011,USA
2544,LeBron,James,1984-12-30,80,250,F-G,1,2003,USA
2744,Al,Jefferson,1985-01-04,82,280,C,15,2004,USA
1628518,Amile,Jefferson,1993-05-07,81,224,F,UNDRAFTED,,USA
2210,Richard,Jefferson,1980-06-21,79,233,F,13,2001,USA
201943,Brandon,Jennings,1989-09-23,73,170,G,10,2009,USA
201973,Jonas,Jerebko,1987-03-02,82,231,F,39,2009,Sweden
101161,Amir,Johnson,1987-05-01,81,240,C-F,56,2005,USA
1627744,Brice,Johnson,1994-06-27,82,230,F,25,2016,USA
1626177,Dakari,Johnson,1995-09-22,84,255,C,48,2015,USA
201949,James,Johnson,1987-02-20,80,240,F,16,2009,USA
2207,Joe,Johnson,1981-06-29,79,240,G-F,10,2001,USA
1626169,Stanley,Johnson,1996-05-29,79,245,F,8,2015,USA
204020,Tyler,Johnson,1992-05-07,76,190,G,UNDRAFTED,,USA
202325,Wesley,Johnson,1987-07-11,79,215,F,4,2010,USA
203999,Nikola,Jokic,1995-02-19,82,250,C,41,2014,Serbia
1627745,Damian,Jones,1995-06-30,84,245,C,30,2016,USA
1627883,Jalen,Jones,1993-05-27,79,220,F,UNDRAFTED,,USA
1626145,Tyus,Jones,1996-05-10,74,184,G,24,2015,USA
1627884,Derrick,Jones Jr.,1997-02-15,79,200,F-G,UNDRAFTED,,USA
201599,DeAndre,Jordan,1988-07-21,83,265,C,35,2008,USA
202709,Cory,Joseph,1991-08-20,75,190,G,29,2011,Canada
1626163,Frank,Kaminsky,1993-04-04,84,242,F-C,9,2015,USA
202683,Enes,Kanter,1992-05-20,83,245,C,3,2011,Turkey
1628379,Luke,Kennard,1996-06-24,77,200,G,12,2017,USA
203077,Michael,Kidd-Gilchrist,1993-09-26,79,232,F,2,2012,USA
203930,Sean,Kilpatrick,1990-01-06,76,212,G,UNDRAFTED,,USA
1628467,Maxi,Kleber,1992-01-29,83,220,F,UNDRAFTED,,Germany
202688,Brandon,Knight,1991-12-02,75,195,G,8,2011,USA
1627788,Furkan,Korkmaz,1997-07-24,79,190,G-F,26,2016,Turkey
1628436,Luke,Kornet,1995-07-15,85,250,F-C,UNDRAFTED,,USA
2594,Kyle,Korver,1981-03-17,79,212,G,51,2003,USA
201585,Kosta,Koufos,1989-02-24,84,265,C,23,2008,USA
1628398,Kyle,Kuzma,1995-07-24,81,220,F,27,2017,USA
1627746,Skal,Labissiere,1996-03-18,83,225,F-C,28,2016,Haiti
203087,Jeremy,Lamb,1992-05-30,77,185,G,12,2012,USA
203499,Shane,Larkin,1992-10-02,71,175,G,18,2013,USA
203530,Joffrey,Lauvergne,1991-09-30,83,260,C,55,2013,France
203897,Zach,LaVine,1995-03-10,77,185,G,13,2014,USA
1627774,Jake,Layman,1994-03-07,81,210,F,47,2016,USA
1628388,TJ,Leaf,1997-04-30,82,230,F,18,2017,USA
201584,Courtney,Lee,1985-10-03,77,200,G,22,2008,USA
1627814,Damion,Lee,1992-10-21,78,210,G,UNDRAFTED,,USA
203458,Alex,Len,1993-06-16,85,250,C,5,2013,Ukraine
202695,Kawhi,Leonard,1991-06-29,79,230,F,15,2011,USA
203086,Meyers,Leonard,1992-02-27,85,255,C,11,2012,USA
202720,Jon,Leuer,1989-05-14,82,228,F-C,40,2011,USA
1627747,Caris,LeVert,1994-08-25,79,203,G-F,20,2016,USA
202732,DeAndre,Liggins,1988-03-31,78,209,G,53,2011,USA
203081,Damian,Lillard,1990-07-15,75,195,G,6,2012,USA
202391,Jeremy,Lin,1988-08-23,75,200,G,UNDRAFTED,,USA
2733,Shaun,Livingston,1985-09-11,79,192,G,4,2004,USA
1626172,Kevon,Looney,1996-02-06,81,220,F,30,2015,USA
201572,Brook,Lopez,1988-04-01,84,268,C,10,2008,USA
201577,Robin,Lopez,1988-04-01,84,277,C,15,2008,USA
201567,Kevin,Love,1988-09-07,82,251,C-F,5,2008,USA
200768,Kyle,Lowry,1986-03-25,72,205,G,24,2006,USA
1627789,Timothe,Luwawu-Cabarrot,1995-05-09,78,200,G-F,24,2016,France
1628399,Tyler,Lydon,1996-04-09,81,220,F,24,2017,USA
1626168,Trey,Lyles,1995-11-05,82,234,F,12,2015,USA
202714,Shelvin,Mack,1990-04-22,75,203,G,34,2011,USA
203705,Josh,Magette,1989-11-28,73,160,G,UNDRAFTED,,USA
101133,Ian,Mahinmi,1986-11-05,83,262,C,28,2005,France
1627748,Thon,Maker,1997-02-25,85,223,C-F,10,2016,South Sudan
1626246,Boban,Marjanovic,1988-08-15,87,290,C,UNDRAFTED,,Serbia
1628374,Lauri,Markkanen,1997-05-22,84,230,F,7,2017,Finland
1626185,Jarell,Martin,1994-05-24,82,239,F,25,2015,USA
1628412,Frank,Mason,1994-04-03,71,190,G,34,2017,USA
1628493,Mangok,Mathiang,1992-10-08,82,230,F-C,UNDRAFTED,,Australia
202083,Wesley,Matthews,1986-10-14,77,220,G-F,UNDRAFTED,,USA
201601,Luc,Mbah a Moute,1986-09-09,80,230,F,37,2008,Cameroon
1627775,Patrick,McCaw,1995-10-25,79,185,G,38,2016,USA
203468,CJ,McCollum,1991-09-19,75,190,G,10,2013,USA
204456,T.J.,McConnell,1992-03-25,74,190,G,UNDRAFTED,,USA
1628571,Erik,McCree,1993-12-20,80,225,F,UNDRAFTED,,USA
1626191,Chris,McCullough,1995-02-05,81,215,F,29,2015,USA
203926,Doug,McDermott,1992-01-03,80,219,F,11,2014,USA
201580,JaVale,McGee,1988-01-19,84,270,C,18,2008,USA
203585,Rodney,McGruder,1991-07-29,76,200,G-F,UNDRAFTED,,USA
1628035,Alfonzo,McKinnie,1992-09-17,80,215,F,UNDRAFTED,,USA
203463,Ben,McLemore,1993-02-11,77,195,G,7,2013,USA
201975,Jodie,Meeks,1987-08-21,76,210,G,41,2009,USA
1626257,Salah,Mejri,1986-06-15,86,235,C,UNDRAFTED,,Tunisia
1626175,Jordan,Mickey,1994-07-09,80,235,C-F,33,2015,USA
203114,Khris,Middleton,1991-08-12,80,234,F,39,2012,USA
101139,CJ,Miles,1987-03-18,78,225,F-G,34,2005,USA
203121,Darius,Miller,1990-03-21,80,225,F,46,2012,USA
1626259,Malcolm,Miller,1993-03-06,79,210,F,UNDRAFTED,,USA
201988,Patty,Mills,1988-08-11,72,185,G,55,2009,Australia
200794,Paul,Millsap,1985-02-10,80,246,F,47,2006,USA
202703,Nikola,Mirotic,1991-02-11,82,238,F,23,2011,Montenegro
1628378,Donovan,Mitchell,1996-09-07,75,215,G,13,2017,USA
1628370,Malik,Monk,1998-02-04,75,200,G,11,2017,USA
202328,Greg,Monroe,1990-06-04,83,265,C-F,7,2010,USA
1628500,Ben,Moore,1995-05-13,80,220,F,UNDRAFTED,,USA
202734,E'Twaun,Moore,1989-02-25,76,191,F-G,55,2011,USA
203961,Eric,Moreland,1991-12-24,82,238,F-C,UNDRAFTED,,USA
1628537,Jaylen,Morris,1995-09-19,77,185,G,UNDRAFTED,,USA
202694,Marcus,Morris,1989-09-02,81,235,F,14,2011,USA
202693,Markieff,Morris,1989-09-02,82,245,F,13,2011,USA
1628420,Monte,Morris,1995-06-27,75,175,G,51,2017,USA
1628405,Johnathan,Motley,1995-05-04,82,230,F,UNDRAFTED,,USA
202389,Timofey,Mozgov,1986-07-16,85,275,C,UNDRAFTED,,Russia
1626144,Emmanuel,Mudiay,1996-03-05,77,200,G,7,2015,Democratic Republic of the Congo
203498,Shabazz,Muhammad,1992-11-13,78,221,G-F,14,2013,USA
204098,Xavier,Munford,1992-06-01,76,173,G,UNDRAFTED,,USA
1627749,Dejounte,Murray,1996-09-19,77,170,G,29,2016,USA
1627750,Jamal,Murray,1997-02-23,76,207,G,7,2016,Canada
203488,Mike,Muscala,1991-07-01,83,240,F-C,44,2013,USA
1627846,Abdel,Nader,1993-09-25,78,230,F,58,2016,Egypt
1626204,Larry,Nance Jr.,1993-01-01,81,230,F,27,2015,USA
203894,Shabazz,Napier,1991-07-14,73,175,G,24,2014,USA
2749,Jameer,Nelson,1982-02-09,72,190,G,20,2004,USA
2403,Nene,,1982-09-13,83,250,C-F,7,2002,Brazil
203526,Raul,Neto,1992-05-19,73,179,G,47,2013,Brazil
1627777,Georges,Niang,1993-06-17,78,231,F,50,2016,USA
201149,Joakim,Noah,1985-02-25,83,230,C,9,2007,USA
203457,Nerlens,Noel,1994-04-10,83,220,C,6,2013,USA
203512,Lucas,Nogueira,1992-07-26,84,220,C,16,2013,Brazil
1717,Dirk,Nowitzki,1978-06-19,84,245,C-F,9,1998,Germany
1628373,Frank,Ntilikina,1998-07-28,77,190,G,8,2017,France
203994,Jusuf,Nurkic,1994-08-23,84,280,C,16,2014,Bosnia & Herzegovina
1628021,David,Nwaba,1993-01-14,76,209,F,UNDRAFTED,,USA
1626220,Royce,O'Neale,1993-06-05,78,226,F,UNDRAFTED,,USA
203124,Kyle,O'Quinn,1990-03-26,82,250,C-F,49,2012,USA
1628400,Semi,Ojeleye,1994-12-05,79,235,F,37,2017,USA
2731,Emeka,Okafor,1982-09-28,82,255,C,2,2004,USA
1626143,Jahlil,Okafor,1995-12-15,83,260,C,3,2015,USA
203506,Victor,Oladipo,1992-05-04,76,210,G,2,2013,USA
203482,Kelly,Olynyk,1991-04-19,84,245,F-C,13,2013,Canada
1627778,Chinanu,Onuaku,1996-11-01,82,245,C,37,2016,USA
1626224,Cedi,Osman,1995-04-08,80,215,F,UNDRAFTED,,Turkey
1626162,Kelly,Oubre Jr.,1995-12-09,79,205,F,15,2015,USA
2585,Zaza,Pachulia,1984-02-10,83,270,C,42,2003,Georgia
1627779,Marcus,Paige,1993-09-11,72,164,G,55,2016,USA
1627834,Georgios,Papagiannis,1997-07-03,85,240,C,13,2016,Greece
203953,Jabari,Parker,1995-03-15,80,250,F,2,2014,USA
2225,Tony,Parker,1982-05-17,74,185,G,28,2001,France
202718,Chandler,Parsons,1988-10-25,82,230,F,38,2011,USA
202335,Patrick,Patterson,1989-03-14,81,230,F,14,2010,USA
1628383,Justin,Patton,1997-06-14,84,236,C,16,2017,USA
203464,Brandon,Paul,1991-04-30,76,200,G,UNDRAFTED,, 
101108,Chris,Paul,1985-05-06,72,175,G,4,2005,USA
1626166,Cameron,Payne,1994-08-08,75,185,G,14,2015,USA
203901,Elfrid,Payton,1994-02-22,76,185,G,10,2014,USA
1627780,Gary,Payton II,1992-12-01,75,190,G,UNDRAFTED,,USA
1628506,London,Perrantes,1994-10-03,74,190,G,UNDRAFTED,,USA
1628409,Alec,Peters,1995-04-13,81,235,F,54,2017,USA
1627850,Marshall,Plumlee,1992-07-14,84,250,C,UNDRAFTED,,USA
203486,Mason,Plumlee,1990-03-05,83,255,C-F,22,2013,USA
203101,Miles,Plumlee,1988-09-01,83,249,C,26,2012,USA
1627751,Jakob,Poeltl,1995-10-15,84,230,C,9,2016,Austria
203490,Otto,Porter Jr.,1993-06-03,80,198,F,3,2013,USA
1626171,Bobby,Portis,1995-02-10,83,248,F,22,2015,USA
204001,Kristaps,Porzingis,1995-08-02,87,240,F-C,4,2015,Latvia
203939,Dwight,Powell,1991-07-20,83,240,C-F,45,2014,Canada
